year,image,config,region,market,product,doses,asset,asset_top,asset_hours,asset_utilization,is_approved,raw_priority,provided_priority
2022,LYO,1x,LA,Puerto Rico,M-M-R II,1168,VMF 101,0.0,3072.0,6.636325025018036e-05,True,9.0,9.0
2022,LYO,1x,LA,Puerto Rico,M-M-R II,1168,WP L127,0.0,4486.4,7.535453067980233e-05,True,9.0,9.0
2022,LYO,1x,LA,Puerto Rico,M-M-R II,1168,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2022,LYO,1x,LA,Puerto Rico,M-M-R II,1168,VMF 102,0.0,3447.6,4.747966506920684e-05,True,9.0,9.0
2022,SYRINGE,1x,EU,Portugal,Vaxneuvance Ped,1546,Carlow SFL,0.0,4550.7,2.70281758827909e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Portugal,Vaxneuvance Ped,1546,Coral,583333.3333333334,5760.1,0.00010306751587428579,True,8.28,8.28
2022,VIAL-Diluent,1x,GHH (Global Buckets),Greenland,Varivax,254167,JHS,0.0,5760.0,0.008472287555973691,True,8.96,8.96
2022,VIAL-Diluent,1x,GHH (Global Buckets),Greenland,Varivax,254167,Patheon - Diluent,0.0,5760.0,0.006354215666980269,True,8.879999999999999,8.879999999999999
2022,SYRINGE,1x,EU,Poland,Vaxneuvance Ped,42,Carlow SFL,0.0,4550.7,7.342712723656002e-07,True,1.0,1.0
2022,SYRINGE,1x,EU,Poland,Vaxneuvance Ped,42,Coral,583333.3333333334,5760.1,2.8000230703234174e-06,True,8.28,8.28
2022,SYRINGE,1x,EU,Austria,Vaxneuvance Ped,5121,Carlow SFL,0.0,4550.7,8.95286472805771e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Austria,Vaxneuvance Ped,5121,Coral,583333.3333333334,5760.1,0.0003414028129315767,True,8.28,8.28
2022,SYRINGE,1x,EU,Sweden,Recombivax HB - Adult,133,WP B38 SFL,0.0,4792.4,3.1970824761847047e-06,True,1.0,1.0
2022,VIAL,1x,EU,Russian Federation,Gardasil,20834,WP B38 VFL,0.0,5760.0,0.00041668266676906735,True,1.0,1.0
2022,LYO,1x,US,United States of America,M-M-R II,478188,VMF 101,0.0,3072.0,0.027169614649514767,True,9.0,9.0
2022,LYO,1x,US,United States of America,M-M-R II,478188,WP L127,0.0,4486.4,0.03085071259992579,True,9.0,9.0
2022,LYO,1x,US,United States of America,M-M-R II,478188,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2022,LYO,1x,US,United States of America,M-M-R II,478188,VMF 102,0.0,3447.6,0.019438532602837226,True,9.0,9.0
2022,SYRINGE,1x,AP (ex. China+India+Japan),Singapore,Pneumovax 23,6200,WP B38 SFL,0.0,4792.4,0.00014903692746124185,True,1.0,1.0
2022,VIAL,1x,LA,Costa Rica,Pneumovax 23,172,WP L131 VFL,0.0,5760.0,8.600055040352258e-06,True,1.0,1.0
2022,LYO,1x,Canada,Canada,Varivax,34359,VMF 101,0.0,3072.0,0.0019522045508098863,True,9.0,9.0
2022,LYO,1x,Canada,Canada,Varivax,34359,WP L127,0.0,4486.4,0.0022167006161192882,True,9.0,9.0
2022,LYO,1x,Canada,Canada,Varivax,34359,Winterfell,0.0,0.0,1000000.0,True,9.0,9.0
2022,LYO,1x,Canada,Canada,Varivax,34359,VMF 102,0.0,3447.6,0.0013967070309185597,True,9.0,9.0
2022,SYRINGE,1x,EU,Serbia,Gardasil 9,3396,Carlow SFL,0.0,4550.7,5.937107716556138e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Serbia,Gardasil 9,3396,WP B38 SFL,0.0,4792.4,8.16337751061899e-05,True,1.0,1.0
2022,SYRINGE,1x,LA,Peru,Gardasil,125,WP B38 SFL,0.0,4792.4,3.004776763331489e-06,True,1.0,1.0
2022,VIAL,1x,AP (ex. China+India+Japan),Vietnam,Gardasil,48167,WP B38 VFL,0.0,5760.0,0.0009633461654154586,True,1.0,1.0
2022,SYRINGE,1x,EU,Italy,Vaqta - Pediatric,924,WP B38 SFL,0.0,4792.4,2.221130983454637e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Italy,Vaqta - Pediatric,924,Parkway,333333.3333333333,5760.1,6.160050754711518e-05,True,8.36,8.36
2022,VIAL,1x,LA,Colombia,Pneumovax 23,4442,WP L131 VFL,0.0,5760.0,0.00022210142144909727,True,1.0,1.0
2022,SYRINGE,1x,EU,Spain,Gardasil 9,65210,Carlow SFL,0.0,4550.7,0.0011400435635943043,True,1.0,1.0
2022,SYRINGE,1x,EU,Spain,Gardasil 9,65210,WP B38 SFL,0.0,4792.4,0.0015675319418947712,True,1.0,1.0
2022,SYRINGE,1x,EU,Austria,Pneumovax 23,6657,Carlow SFL,0.0,4550.7,0.00011638199666994762,True,1.0,1.0
2022,SYRINGE,1x,EU,Austria,Pneumovax 23,6657,WP B38 SFL,0.0,4792.4,0.0001600223913079818,True,1.0,1.0
2022,SYRINGE,1x,EU,Finland,Vaxneuvance Ped,210,Carlow SFL,0.0,4550.7,3.6713563618280006e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Finland,Vaxneuvance Ped,210,Coral,583333.3333333334,5760.1,1.4000115351617086e-05,True,8.28,8.28
2022,SYRINGE,1x,EU,Portugal,Vaqta - Adult,430,WP B38 SFL,0.0,4792.4,1.0336432065860322e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Portugal,Vaqta - Adult,430,Parkway,333333.3333333333,5760.1,2.8666902862834988e-05,True,8.14,8.14
2022,SYRINGE,1x,EU,Greece,Gardasil 9,21147,Carlow SFL,0.0,4550.7,0.0003697055856360797,True,1.0,1.0
2022,SYRINGE,1x,EU,Greece,Gardasil 9,21147,WP B38 SFL,0.0,4792.4,0.000508336113713368,True,1.0,1.0
2022,SYRINGE,1x,LA,Puerto Rico,Vaqta - Pediatric,578,WP B38 SFL,0.0,4792.4,1.3894087753644804e-05,True,1.0,1.0
2022,SYRINGE,1x,AP (ex. China+India+Japan),Thailand,Gardasil,6000,WP B38 SFL,0.0,4792.4,0.00014422928463991147,True,1.0,1.0
2022,SYRINGE,1x,EU,Slovakia,Vaxneuvance Ped,167,Carlow SFL,0.0,4550.7,2.9196024401203625e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Slovakia,Vaxneuvance Ped,167,Coral,583333.3333333334,5760.1,1.1133425065333587e-05,True,8.28,8.28
2022,SYRINGE,1x,EU,Guadeloupe,Recombivax HB - Adult,9,WP B38 SFL,0.0,4792.4,2.1634392695986723e-07,True,1.0,1.0
2022,SYRINGE,1x,EU,Spain,Vaxneuvance Ped,25,Carlow SFL,0.0,4550.7,4.3706623355095245e-07,True,1.0,1.0
2022,SYRINGE,1x,EU,Spain,Vaxneuvance Ped,25,Coral,583333.3333333334,5760.1,1.6666803990020342e-06,True,8.28,8.28
2022,VIAL,1x,EEMEA,Qatar,Vaqta - Pediatric,417,WP B38 VFL,0.0,5760.0,8.340053376341609e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Hungary,Gardasil 9,17081,Carlow SFL,0.0,4550.7,0.00029862113341135277,True,1.0,1.0
2022,SYRINGE,1x,EU,Hungary,Gardasil 9,17081,WP B38 SFL,0.0,4792.4,0.00041059673515572134,True,1.0,1.0
2022,SYRINGE,1x,EU,French Guiana,Vaqta - Adult,1,WP B38 SFL,0.0,4792.4,2.4038214106651916e-08,True,1.0,1.0
2022,SYRINGE,1x,EU,French Guiana,Vaqta - Adult,1,Parkway,333333.3333333333,5760.1,6.666721596008136e-08,True,8.14,8.14
2022,SYRINGE,1x,EEMEA,Turkey,Gardasil,12136,WP B38 SFL,0.0,4792.4,0.0002917277663983276,True,1.0,1.0
2022,SYRINGE,1x,EU,Germany,Vaqta - Adult,919,WP B38 SFL,0.0,4792.4,2.209111876401311e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Germany,Vaqta - Adult,919,Parkway,333333.3333333333,5760.1,6.126717146731477e-05,True,8.14,8.14
2022,SYRINGE,1x,AP (ex. China+India+Japan),Singapore,Gardasil,869,WP B38 SFL,0.0,4792.4,2.0889208058680513e-05,True,1.0,1.0
2022,SYRINGE,1x,India,India,Gardasil,19533,WP B38 SFL,0.0,4792.4,0.00046953843614523183,True,1.0,1.0
2022,SYRINGE,1x,EU,Italy,Gardasil 9,116423,Carlow SFL,0.0,4550.7,0.0020353824843481016,True,1.0,1.0
2022,SYRINGE,1x,EU,Italy,Gardasil 9,116423,WP B38 SFL,0.0,4792.4,0.002798601000938736,True,1.0,1.0
2022,SYRINGE,1x,EU,Luxembourg,Vaqta - Adult,6,WP B38 SFL,0.0,4792.4,1.4422928463991149e-07,True,1.0,1.0
2022,SYRINGE,1x,EU,Luxembourg,Vaqta - Adult,6,Parkway,333333.3333333333,5760.1,4.0000329576048817e-07,True,8.14,8.14
2022,SYRINGE,1x,EU,Luxembourg,Recombivax HB - Adult,93,WP B38 SFL,0.0,4792.4,2.235553911918628e-06,True,1.0,1.0
2022,VIAL,1x,LA,El Salvador,Pneumovax 23,74,WP L131 VFL,0.0,5760.0,3.700023680151553e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Germany,Vaqta - Pediatric,452,WP B38 SFL,0.0,4792.4,1.0865272776206665e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Germany,Vaqta - Pediatric,452,Parkway,333333.3333333333,5760.1,3.013358161395678e-05,True,8.36,8.36
2022,SYRINGE,1x,Canada,Canada,Vaxneuvance Ped,34,Carlow SFL,0.0,4550.7,5.944100776292953e-07,True,1.0,1.0
2022,SYRINGE,1x,Canada,Canada,Vaxneuvance Ped,34,Coral,583333.3333333334,5760.1,2.2666853426427665e-06,True,8.28,8.28
2022,SYRINGE,1x,EU,Finland,Gardasil 9,509,Carlow SFL,0.0,4550.7,8.898668515097392e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Finland,Gardasil 9,509,WP B38 SFL,0.0,4792.4,1.2235450980285824e-05,True,1.0,1.0
2022,SYRINGE,1x,EU,Poland,Pneumovax 23,396,Carlow SFL,0.0,4550.7,6.923129139447087e-06,True,1.0,1.0
2022,SYRINGE,1x,EU,Poland,Pneumovax 23,396,WP B38 SFL,0.0,4792.4,9.519132786234158e-06,True,1.0,1.0
2022,VIAL,1x,EEMEA,Jordan,Vaqta - Pediatric,20897,WP B38 VFL,0.0,5760.0,0.00041794267483311894,True,1.0,1.0
